S_NO,VEHICLE_NO,IMEI1,IMEI2,ICCID,MDT_NUMBER,VEHICLE_TYPE,RO,PIU,TOLL_NAME
1586,GJ24X4297,350284942993649,350776872993648,8991102406391630000,5754228287146,ambulance,Gandhinagar,Palanpur,Varahi
1587,KA51MQ4494,350284942993656,350776872993655,8991102406391630000,5754228286702,crane,Bangalore,Bangalore,Nelamangala Doddakaranahalli
1588,KA52B7746,350284942993557,350776872993556,8991102406391630000,5754228286700,ambulance,Bangalore,Bangalore,Nelamangala Doddakaranahalli
1589,TS19TA5786,350284942993508,350776872993507,8991102406391630000,5754228286785,patrol vehicle,Hyderabad,Mancherial,Mandamarri
1590,TS07FW3519,350284942993771,350776872993770,8991102406391630000,5754228286731,crane,Hyderabad,Kamareddy,Manoharabad
1591,MH29BE7343,350284942935376,350776872935375,8991102406391630000,5754228286742,patrol vehicle,Hyderabad,Kamareddy,Indalwai
1592,PB13BD7943,350284942935038,350776872935037,8991102406391630000,5754228286780,crane,Hyderabad,Mancherial,Sarandi
1593,TS35TA1558,350284942935368,350776872935367,8991102406391630000,5754228286730,patrol vehicle,Hyderabad,Kamareddy,Manoharabad
1594,TG02T0060,350284942987682,350776872987681,8991102406391630000,5754228286784,patrol vehicle,Hyderabad,Mancherial,Sarandi
1595,TS19TA5760,350284944239363,350776874239362,8991102406391630000,5754228286777,patrol vehicle,Hyderabad,Mancherial,Mandamarri
1596,TS08UD1949,350284942989118,350776872989117,8991102406391630000,5754228286728,ambulance,Hyderabad,Kamareddy,Manoharabad
1597,TS08GG8261,350284944260823,350776874260822,8991102406391630000,5754228286776,crane,Hyderabad,Kamareddy,Bhiknoor
1598,TS20T9035,350284942857893,350776872857892,8991102406391630000,5754228286783,ambulance,Hyderabad,Mancherial,Sarandi
1599,TS10UB9252,350284942906765,350776872906764,8991102406391630000,5754228286727,patrol vehicle,Hyderabad,Kamareddy,Bhiknoor
1600,AP39UC9206,350284944248554,350776874248553,8991102406391630000,5754228286733,Ambulance,Hyderabad,Kamareddy,Indalwai
1601,TN94C1064,350284944296157,350776874296156,8991102406391630000,5754228287022,crane,Madurai,Dindigul,Chatrapatti
1602,TN94C0806,350284944242763,350776874242762,8991102406391630000,5754228286875,patrol vehicle,Madurai,Dindigul,Chatrapatti
1603,AP39UC9207,350284944242789,350776874242788,8991102406391630000,5754228286726,Ambulance,Hyderabad,Kamareddy,Indalwai
1604,PB13BD4472,350284944244249,350776874244248,8991102406391630000,5754228286774,crane,Hyderabad,Mancherial,Sarandi
1605,TS19TA6195,350284942953478,350776872953477,8991102406391630000,5754228286775,ambulance,Hyderabad,Mancherial,Mandamarri
1606,AP23X0232,350284942957784,350776872957783,8991102406391630000,5754228286729,ambulance,Hyderabad,Kamareddy,Manoharabad
1607,TG02T0059,350284942957594,350776872957593,8991102406391630000,5754228286782,patrol vehicle,Hyderabad,Mancherial,Sarandi
1608,TS20T9034,350284942934338,350776872934337,8991102406391630000,5754228286781,ambulance,Hyderabad,Mancherial,Sarandi
1609,TS19TA6194,350284942907581,350776872907580,8991102406391630000,5754228286788,ambulance,Hyderabad,Mancherial,Mandamarri
1610,TS19H4950,350284942994050,350776872994059,8991102406391630000,5754228286786,crane,Hyderabad,Mancherial,Mandamarri
1611,RJ11PA6661,350284942987229,350776872987228,8991102406391630000,5754228286882,ambulance,Madurai,Dindigul,Chatrapatti
1612,MA1RU2JNKS5B24641,350284942994084,350776872994083,8991102406391630000,5754228287027,patrol vehicle,Madurai,Trichy,Ponnambalapatti
1613,TN94C0905,350284942993474,350776872993473,8991102406391630000,5754228286857,crane,Madurai,Dindigul,Chatrapatti
1614,TN94C0847,350284942928603,350776872928602,8991102406391630000,5754228286856,patrol vehicle,Madurai,Dindigul,Chatrapatti
1615,TN94C0839,350284942932027,350776872932026,8991102406391630000,5754228286866,ambulance,Madurai,Dindigul,Chatrapatti
1616,TN94C0822,350284942911757,350776872911756,8991102406391630000,5754228286876,ambulance,Madurai,Dindigul,Chatrapatti
1617,RJ11PA6790,350284942932001,350776872932000,8991102406391670000,5754228290453,ambulance,Nagpur,Nanded,Malegaon Toll Plaza
1618,RJ11PA6846,350284942911328,350776872911327,8991102406391670000,5754228290546,ambulance,Nagpur,Amravati,Tuptakli Toll Plaza
1619,HP31C8638,350284942931946,350776872931945,8991102406391540000,5754228278367,ambulance,Shimla,Mandi,Takoli
1620,PB11DC7627,350284942907292,350776872907291,8991102406391540000,5754228278362,crane,Shimla,Mandi,Takoli
1621,HP659592,350284942931912,350776872931911,8991102406391540000,5754228278361,patrol vehicle,Shimla,Mandi,Takoli
1622,PB07CD1391,350284942931862,350776872931861,8991102406391630000,5754228286913,crane,Chandigarh,Jalandhar,Bachhuan
1623,PB04Y5757,350284942932332,350776872932331,8991102406391630000,5754228286914,ambulance,Chandigarh,Jalandhar,Bachhuan
1624,RJ27GD3608,350284942927290,350776872927299,8991102406391630000,5754228286915,patrol vehicle,Chandigarh,Jalandhar,Bachhuan
1625,RJ27EA6168,350284942982683,350776872982682,8991102406391630000,5754228286912,crane,Chandigarh,Jalandhar,Behram
1626,UP70JT4645,350284942906799,350776872906798,8991102406391630000,5754228286911,patrol vehicle,Chandigarh,Jalandhar,Behram
1627,PB07BU4829,350284942983814,350776872983813,8991102406391630000,5754228286919,ambulance,Chandigarh,Jalandhar,Behram
1628,RJ11PA6631,350284942929742,350776872929741,,,ambulance,Gandhinagar,Palanpur,Bhalgam-Belgaum
1629,AP39JZ8696,350284942994654,350776872994653,8991102406391630000,5754228286735,crane,Hyderabad,Kamareddy,Indalwai
1630,TS09UD2214,350284942994555,350776872994554,8991102406391630000,5754228286740,patrol vehicle,Hyderabad,Kamareddy,Indalwai
1631,AP39UC9205,350284944243548,350776874243547,8991102406391630000,5754228286738,Ambulance,Hyderabad,Kamareddy,Indalwai
1632,AS01TC0282,350284942994894,350776872994893,8991102406391630000,5754228286861,patrol vehicle,Madurai,Dindigul,Sevugampatti
1633,AP39UM6227,350284943630133,350776873630132,8991102305884210000,5754205230558,ambulance,Madurai,Dindigul,Sevugampatti
1634,AP39UM6224,350284942986353,350776872986352,8991102406391630000,5754228286865,ambulance,Madurai,Dindigul,Upparpatti
1635,AS01TC0272,350284944242649,350776874242648,8991102406391630000,5754228287015,patrol vehicle,Madurai,Dindigul,Upparpatti
1636,AP39UM6223,350284942857737,350776872857736,8991102406391630000,5754228286867,ambulance,Madurai,Dindigul,Upparpatti
1637,NL01AD9441,350284942986965,350776872986964,8991102406391540000,5754228278353,crane,Shimla,Mandi,Dolhu Nallah-Raison
1638,PB65AV2787,350284944239132,350776874239131,8991102406391540000,5754228278354,Ambulance,Shimla,Mandi,Dolhu Nallah-Raison
1639,HP65A1779,350284944239272,350776874239271,8991102406391540000,5754228278355,patrol vehicle,Shimla,Mandi,Dolhu Nallah-Raison
1640,HP65A0873,350284942858149,350776872858148,8991102406391540000,5754228278371,patrol vehicle,Shimla,Mandi,"Jalogi, Thalout"
1641,HP659699,350284942908522,350776872908521,8991102406391540000,5754228278372,crane,Shimla,Mandi,"Jalogi, Thalout"
1642,HP659678,350284942908589,350776872908588,8991102406391540000,5754228278373,ambulance,Shimla,Mandi,"Jalogi, Thalout"
1643,TS185446,350284942857810,350776872857819,8991102406391710000,5754228294881,crane,Hyderabad,Kamareddy,Gamjal
1644,AP39UN5424,350284942859782,350776872859781,8991102406391710000,5754228294884,ambulance,Hyderabad,Kamareddy,Gamjal
1645,TN31BX3641,350284942908530,350776872908539,8991102406391710000,5754228294867,patrol vehicle,Hyderabad,Kamareddy,Gamjal
1646,RJ11PA6744,350284942908217,350776872908216,8991102406391630000,5754228287114,ambulance,Gandhinagar,Ekta Nagar,Mandava
1647,RJ11PA6746,350284942931805,350776872931804,8991102406391630000,5754228287113,ambulance,Gandhinagar,Ekta Nagar,Rajpipla Division Office
1648,PB07BG3186,350284942915089,350776872915088,8991102406391630000,5754228286920,ambulance,Chandigarh,Jalandhar,Harsa Mansar
1649,PB11CP0558,350284942946795,350776872946794,8991102406391630000,5754228286904,crane,Chandigarh,Jalandhar,Harsa Mansar
1650,MP09GJ0889,350284942963873,350776872963872,8991102406391630000,5754228286921,patrol vehicle,Chandigarh,Jalandhar,Harsa Mansar
1651,PB07BU5761,350284942963337,350776872963336,8991102406391630000,5754228286910,ambulance,Chandigarh,Jalandhar,Chollang
1652,RJ11PA6742,350284942986098,350776872986097,8991102406391630000,5754228287120,ambulance,Gandhinagar,Ekta Nagar,Narmada Bridge
1653,KA51MQ4493,350284942932027,350776872932026,8991102406391630000,5754228286717,crane,Bangalore,Hassan,Karabylu-Bellur Cross TP
1654,KA51AG9916,350284942934981,350776872934980,8991102406391630000,5754228286704,patrol vehicle,Bangalore,Hassan,Kadabahalli
1655,KA46A0383,350284942906567,350776872906566,8991102406391630000,5754228286931,patrol vehicle,Bangalore,Hassan,Chowlaggere Toll Plaza
1656,KA13AA1983,350284942984036,350776872984035,8991102406391630000,5754228286715,patrol vehicle,Bangalore,Hassan,Shanthigrama
1657,KA13Z9589,350284942916327,350776872916326,8991102406391630000,5754228286705,crane,Bangalore,Hassan,Shanthigrama
1658,TN06T8986,350284942985777,350776872985776,8991102406391630000,5754228286707,Ambulance,Bangalore,Hassan,Kadabahalli
1659,KA51AK3965,350284942986312,350776872986311,8991102406391630000,5754228286721,ambulance,Bangalore,Hassan,Chowlaggere Toll Plaza
1660,KA20C5469,350284942987997,350776872987996,8991102406391630000,5754228286703,crane,Bangalore,Hassan,Kadabahalli
1661,KA52B7745,350284942994597,350776872994596,8991102406391630000,5754228286706,ambulance,Bangalore,Hassan,Karabylu-Bellur Cross TP
1662,TS08UH9267,350284942932969,350776872932968,8991102406391630000,5754228286739,ambulance,Hyderabad,Hyderabad,Raikal
1663,TS15UF0880,350284942905981,350776872905980,8991102406391630000,5754228286762,ambulance,Hyderabad,Gajwel,Taddanpally
1664,TG08T2454,350284942928397,350776872928396,8991102406391630000,5754228286734,patrol vehicle,Hyderabad,Hyderabad,Raikal
1665,TS15UF0879,350284942906450,350776872906459,8991102406391630000,5754228286744,ambulance,Hyderabad,Gajwel,Taddanpally
1666,TG08C5063,350284942929742,350776872929741,8991102406391630000,5754228286741,crane,Hyderabad,Hyderabad,Raikal
1667,RJ11PA6939,350284942928868,350776872928867,8991102406391540000,5754228278248,ambulance,Guwahati,Haflong,Nrimbangloa Tunnel
1668,CG04NM2108,350284942485869,350776872485868,8991102406391540000,5754228278221,ambulance,Guwahati,Guwahati,Manderdisa
1669,RJ14PF4070,350284942906906,350776872906905,8991102406391540000,5754228278228,ambulance,Guwahati,Haflong,Toll_LOC_Lyngkyn-Junction Jatinga-Location
1670,AS09C5229,350284942907813,350776872907812,8991102406391540000,5754228278210,crane,Guwahati,Guwahati,Manderdisa
1671,AP39TX9504,350284942985330,350776872985339,8991102406391540000,5754228278211,ambulance,Chennai,Chengalpattu,Paranur-Chengalpet
1672,AS14AC1459,350284942912151,350776872912150,8991102406391540000,5754228278270,patrol vehicle,Guwahati,Guwahati,Manderdisa
1673,PB65BB4487,350284942984903,350776872984902,8991102406391540000,5754228278374,ambulance,Shimla,Mandi,Baloh
1674,TN72CT4217,350284942985553,350776872985552,8991102305884250000,5754205216233,crane,Madurai,Nagercoil,Nanguneri
1675,TN75BC1424,350284942911997,350776872911996,8991102305884130000,5754204425019,patrol vehicle,Madurai,Nagercoil,Thirupathisaram
1676,TN72CC5148,350284942994696,350776872994695,8991102406391630000,5754228286849,crane,Madurai,Nagercoil,Salaipudhur
1677,TN59CJ2956,350284942986627,350776872986626,8991102305884210000,5754205425022,patrol vehicle,Madurai,Nagercoil,Salaipudhur
1678,TN72DX6266,350284942985694,350776872985693,8991102305884240000,5754205087758,patrol vehicle,Madurai,Nagercoil,Nanguneri
1679,TS06UE3331,350284942960176,350776872960175,8991102406391670000,5754228290662,patrol vehicle,Hyderabad,Mahabubnagar,Shakhapur
1680,TS06UE3332,350284942956547,350776872956546,8991102406391670000,5754228290670,patrol vehicle,Hyderabad,Mahabubnagar,Shakhapur
1681,TN72DX6201,350284942418498,350776872418497,8991102305884240000,5754205422095,patrol vehicle,Madurai,Nagercoil,Nanguneri
1682,AP39UM6225,350284942994563,350776872994562,8991102305884150000,5754204506371,ambulance,Madurai,Nagercoil,Thirupathisaram
1683,TG06T1188,350284942994589,350776872994588,8991102406391670000,5754228290673,ambulance,Hyderabad,Mahabubnagar,Shakhapur
1684,AP22X4188,350284942478815,350776872478814,8991102406391670000,5754228290667,crane,Hyderabad,Mahabubnagar,Shakhapur
1685,TG06T4834,350284942931763,350776872931762,8991102406391630000,5754228286708,ambulance,Bangalore,Hassan,Shanthigrama
1686,RJ21PA4809,350284942430089,350776872430088,8991102406391670000,5754228290682,ambulance,Delhi,Baghpat,Bhuni
1687,MH08AP1280,350284942960598,350776872960597,8991102406391710000,5754228294773,crane,Bhopal,Khandwa,Chhegaon Makhan TP
1688,MP12ZE3972,350284942954542,350776872954541,8991102406391710000,5754228294774,ambulance,Bhopal,Khandwa,Chhegaon Makhan TP
1689,MP12ZD8493,350284942405172,350776872405171,8991102406391710000,5754228294785,patrol vehicle,Bhopal,Khandwa,Chhegaon Makhan TP
1690,PB07BQ3551,350284942982915,350776872982914,8991102406391630000,5754228286908,crane,Chandigarh,Jalandhar,Chollang
1691,MP09GJ1362,350284942931797,350776872931796,8991102406391630000,5754228286909,patrol vehicle,Chandigarh,Jalandhar,Chollang
1692,AP01X4409,350284942986437,350776872986436,8991102406391630000,5754228286766,crane,Hyderabad,Kamareddy,Pippalwada
1693,TS09UD9598,350284942864998,350776872864997,8991102406391630000,5754228286764,ambulance,Hyderabad,Kamareddy,Pippalwada
1694,TS09UD6288,350284942911310,350776872911319,8991102406391630000,5754228286749,patrol vehicle,Hyderabad,Kamareddy,Pippalwada
1695,TN30AQ1222,350284942931839,350776872931838,8991102305884210000,5754205308447,ambulance,Madurai,Karaikudi,Kodikottai
1696,AP39FK5726,350284942931904,350776872931903,8991102406391540000,5754228278264,crane,Vijayawada,Vijayawada,Keesara
1697,OD02AN0723,350284942931896,350776872931895,8991102406391540000,5754228278260,patrol vehicle,Vijayawada,Vijayawada,Badava
1698,TS08UJ3050,350284942982857,350776872982856,8991102406391540000,5754228278261,ambulance,Vijayawada,Vijayawada,Badava
1699,AP39TN0108,350284942911708,350776872911707,8991102406391540000,5754228278262,ambulance,Vijayawada,Vijayawada,Keesara
1700,TN59CD6766,350284942986643,350776872986642,8991102305884210000,5754205196937,Crane,Madurai,Karaikudi,Lechchumanapatti
1701,TN65AE9775,350284942931920,350776872931929,8991102305884210000,5754205074483,patrol vehicle,Madurai,Karaikudi,Vennathur
1702,RJ21GB7223,350284942929106,350776872929105,8991102406391670000,5754228290680,patrol vehicle,Delhi,Baghpat,Bhuni
1703,TN65AH6087,350284942929635,350776872929634,8991102305884220000,5754205347068,patrol vehicle,Madurai,Karaikudi,Kodikottai
1704,UK08PA1803,350284942986445,350776872986444,8991102406391670000,5754228290675,ambulance,Delhi,Baghpat,Amipur Baleni
1705,UK18L3853,350284942906773,350776872906772,8991102406391670000,5754228290681,patrol vehicle,Delhi,Baghpat,Amipur Baleni
1706,UP17AT1522,350284943000808,350776873000807,8991102406367900000,5754226687723,crane,Delhi,Baghpat,Bhuni
1707,MP11G4317,350284942981073,350776872981072,8991102406391710000,5754228294784,crane,Bhopal,Indore,Sonvay-Indore - Khalghat
1708,GJ20X2181,350284942931508,350776872931507,8991102406391710000,5754228294789,ambulance,Bhopal,Indore,Methwada
1709,GJ24X4228,350284942985918,350776872985917,8991102406391630000,5754228286949,ambulance,Gandhinagar,Palanpur,Bhalgam-Belgaum
1710,GJ08AL2391,350284942981065,350776872981064,8991102406391630000,5754228286976,crane,Gandhinagar,Palanpur,Khemana
1711,GJ24X4878,350284942981024,350776872981023,8991102406391630000,5754228286951,patrol vehicle,Gandhinagar,Palanpur,Bhalgam-Belgaum
1712,GJ08AW5783,350284942994886,350776872994885,8991102406391630000,5754228286965,ambulance,Gandhinagar,Palanpur,Khemana
1713,GJ08AW9057,350284942981016,350776872981015,8991102406391630000,5754228286975,patrol vehicle,Gandhinagar,Palanpur,Khemana
1714,RJ32EA0236,350284943630158,350776873630157,,,crane,Gandhinagar,Palanpur,Bhalgam-Belgaum
1715,AS14AC1452,350284943630083,350776873630082,8991102406391540000,5754228278268,patrol vehicle,Guwahati,Shillong,Pasyih
1716,AS14AC2756,350284943630570,350776873630579,8991102406391540000,5754228278276,patrol vehicle,Guwahati,Shillong,Lomshinong
1717,CG04NM2106,350284942987823,350776872987822,8991102406391540000,5754228278283,ambulance,Guwahati,Shillong,Lomshinong
1718,WB35B8599,350284942986403,350776872986402,8991102406391710000,5754228294877,patrol vehicle,Kolkata,Kharagpur,Rampura
1719,WB35B9299,350284942994720,350776872994729,8991102406391710000,5754228294880,ambulance,Kolkata,Kharagpur,Rampura
1720,WB16S5794,350284942987955,350776872987954,8991102406391710000,5754228294868,crane,Kolkata,Kharagpur,Rampura
1721,AS09AC4642,350284942993268,350776872993267,8991102406391548730u,5754228278276,Crane,Guwahati,Shillong,Pasyih
1722,CG04NM9065,350284943630265,350776873630264,8991102406391540000,5754228278273,ambulance,Guwahati,Shillong,Pasyih
1723,BR01GJ4873,350284942478815,350776872478814,8991102406351350000,5754226674850,crane,Patna,Patna-2,Toda
1724,BR01GP701,350284943630703,350776873630702,8991102406351350000,5754226674849,patrol vehicle,Patna,Patna-2,Toda
1725,RJ14PF3753,350284942905866,350776872905865,8991102406351350000,5754226674845,ambulance,Patna,Patna-2,Toda
1726,WB57H2931,350284942905841,350776872905840,8991102406391710000,5754228294888,patrol vehicle,Kolkata,Jalpaiguri,Guabari
1727,WB70S9012,350284942927803,350776872927802,8991102406391710000,5754228294889,crane,Kolkata,Jalpaiguri,Guabari
1728,CG04NM2095,350284942927829,350776872927828,8991102406391710000,5754228294891,ambulance,Kolkata,Jalpaiguri,Guabari
1729,GJ08AW5537,350284942927498,350776872927497,8991102406391630000,5754228286972,ambulance,Gandhinagar,Palanpur,Undavariya Sirohi
1730,PB13BF6341,350284942928835,350776872928834,8991102406391630000,5754228286712,crane,Bangalore,Bangalore,Nalluru Devanahalli TP
1731,AP03TE9615,350284942928009,350776872928008,8991102406391630000,5754228286933,patrol vehicle,Bangalore,Bangalore,Nalluru Devanahalli TP
1732,KA42B4797,350284942984135,350776872984134,8991102406391630000,5754228286932,ambulance,Bangalore,Bangalore,Nalluru Devanahalli TP
